sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.508;32;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;IAMhaggler@112;BoulwareNegotiationParty@113;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.0;0.9761884907982836;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
0.038;56;;60rounds;Yes;No;2;0.49230;0.90333;0.07171;0.45203;1.39563;IAMcrazyHaggler@114;BoulwareNegotiationParty@115;0.9033333333333333;0.4922982064725194;0.9033333333333333;0.4922982064725194;0.0;0.4922982064725194;0.0;0.0;0.9033333333333333;0.4922982064725194;party1_utility.xml;party2_utility.xml
3.952;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;AgentSmith@116;BoulwareNegotiationParty@117;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.032;57;;60rounds;Yes;No;2;0.59053;0.84833;0.10011;0.34391;1.43887;Nozomi@118;BoulwareNegotiationParty@119;0.8483333333333333;0.5905328930364822;0.8483333333333333;0.5905328930364822;0.0;0.5905328930364822;0.0;0.0;0.8483333333333333;0.5905328930364822;party1_utility.xml;party2_utility.xml
0.357;53;;60rounds;Yes;No;2;0.68493;0.88167;0.00000;0.26211;1.56660;Yushu@120;BoulwareNegotiationParty@121;0.8816666666666667;0.6849303286683233;0.8816666666666667;0.6849303286683233;0.0;0.6849303286683233;0.0;0.0;0.8816666666666667;0.6849303286683233;party1_utility.xml;party2_utility.xml
0.037;54;;60rounds;Yes;No;2;0.55928;0.84333;0.13136;0.37386;1.40262;TheNegotiator@122;BoulwareNegotiationParty@123;0.8433333333333334;0.559283949818975;0.8433333333333334;0.559283949818975;0.0;0.559283949818975;0.0;0.0;0.8433333333333334;0.559283949818975;party1_utility.xml;party2_utility.xml
0.045;56;;60rounds;Yes;No;2;0.48496;0.95417;0.02297;0.47476;1.43913;ValueModelAgent@124;BoulwareNegotiationParty@125;0.9541666666666666;0.4849634358260582;0.9541666666666666;0.4849634358260582;0.0;0.4849634358260582;0.0;0.0;0.9541666666666666;0.4849634358260582;party1_utility.xml;party2_utility.xml
0.038;59;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@126;BoulwareNegotiationParty@127;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
2.066;51;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;BRAMAgent@128;BoulwareNegotiationParty@129;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
0.035;56;;60rounds;Yes;No;2;0.46849;0.96667;0.02746;0.49465;1.43515;KLH@130;BoulwareNegotiationParty@131;0.9666666666666668;0.46848669727080305;0.9666666666666668;0.46848669727080305;0.0;0.46848669727080305;0.0;0.0;0.9666666666666668;0.46848669727080305;party1_utility.xml;party2_utility.xml
0.943;56;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;NiceTitForTat@132;BoulwareNegotiationParty@133;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.939;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2011@134;BoulwareNegotiationParty@135;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.082;50;;60rounds;Yes;No;2;0.71383;0.87833;0.02445;0.23414;1.59216;Agent_K2@136;BoulwareNegotiationParty@137;0.8783333333333334;0.713830578337298;0.8783333333333334;0.713830578337298;0.0;0.713830578337298;0.0;0.0;0.8783333333333334;0.713830578337298;party1_utility.xml;party2_utility.xml
0.050;52;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;AgentLG@138;BoulwareNegotiationParty@139;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
0.038;56;;60rounds;Yes;No;2;0.50369;0.89417;0.08134;0.43868;1.39785;AgentMR@140;BoulwareNegotiationParty@141;0.8941666666666667;0.5036862045605163;0.8941666666666667;0.5036862045605163;0.0;0.5036862045605163;0.0;0.0;0.8941666666666667;0.5036862045605163;party1_utility.xml;party2_utility.xml
0.379;58;;60rounds;Yes;No;2;0.46849;0.96667;0.02746;0.49465;1.43515;TheNegotiatorReloaded@142;BoulwareNegotiationParty@143;0.9666666666666668;0.46848669727080305;0.9666666666666668;0.46848669727080305;0.0;0.46848669727080305;0.0;0.0;0.9666666666666668;0.46848669727080305;party1_utility.xml;party2_utility.xml
0.039;59;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;BRAMAgent2@144;BoulwareNegotiationParty@145;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.033;56;;60rounds;Yes;No;2;0.46849;0.96667;0.02746;0.49465;1.43515;CUHKAgent@146;BoulwareNegotiationParty@147;0.9666666666666668;0.46848669727080305;0.9666666666666668;0.46848669727080305;0.0;0.46848669727080305;0.0;0.0;0.9666666666666668;0.46848669727080305;party1_utility.xml;party2_utility.xml
0.653;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2012@148;BoulwareNegotiationParty@149;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.042;51;;60rounds;Yes;No;2;0.73828;0.87833;0.00000;0.21194;1.61662;MetaAgent@150;BoulwareNegotiationParty@151;0.8783333333333334;0.7382820437475793;0.8783333333333334;0.7382820437475793;0.0;0.7382820437475793;0.0;0.0;0.8783333333333334;0.7382820437475793;party1_utility.xml;party2_utility.xml
